Product,Price,Review,Comments,Category,Image,Size Pe. [%],Size Corr. [%],Size Gran. [%],XS,S,M,L,XL,Link
Top de tirantes bustier corto con encaje,US$9.00,4.7,Todos los comentarios (129),Camisetas y Tops de Tirantes de Mujer,//img.ltwebstatic.com/images3_pi/2021/08/11/162869747328a79760fa11fa0753208e15275fce6a_thumbnail_900x.webp,Pequeña  14%,La talla corresponde  85%,Grande  1%,xsTodos los comentarios (32),sTodos los comentarios (32),mTodos los comentarios (36),lTodos los comentarios (31),0,https://us.shein.com//Crop-Lace-Bustier-Cami-Top-p-2865020-cat-1779.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Falda ajustada PU con cremallera trasera,US$11.00,4.8,Todos los comentarios (8548),Faldas de Mujer,//img.ltwebstatic.com/images2_pi/2019/06/21/15611012581080216520_thumbnail_900x1199.webp,Pequeña  6%,La talla corresponde  92%,Grande  2%,xsTodos los comentarios (2731),sTodos los comentarios (2534),mTodos los comentarios (2047),lTodos los comentarios (1180),0,https://us.shein.com//SHEIN-Faux-Patent-Leather-Bodycon-Mini-Skirt-p-772024-cat-1732.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Top corto con malla con textura de pecho fruncido con cordón delantero,US$8.00,4.8,Todos los comentarios (392),Camisetas de Mujer,//img.ltwebstatic.com/images3_pi/2021/07/05/16254709078e62d92eb18878daaf984c4395e448d2_thumbnail_900x.webp,Pequeña  6%,La talla corresponde  93%,Grande  1%,xsTodos los comentarios (95),sTodos los comentarios (103),mTodos los comentarios (75),lTodos los comentarios (66),xlTodos los comentarios (47),https://us.shein.com//SHEIN-Tie-Front-Ruched-Bust-Textured-Mesh-Crop-Top-p-2168952-cat-1738.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Top liso con tirantes al hombro,US$8.00,4.8,Todos los comentarios (2677),Camisetas y Tops de Tirantes de Mujer,//img.ltwebstatic.com/images3_pi/2021/05/12/162078516254c1e0fd87ee85baa6114217ca7406dc_thumbnail_900x.webp,Pequeña  5%,La talla corresponde  93%,Grande  2%,xsTodos los comentarios (911),sTodos los comentarios (892),mTodos los comentarios (575),lTodos los comentarios (292),0,https://us.shein.com//Solid-Bustier-Cami-Top-p-2286088-cat-1779.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Shorts de cintura elástica unicolor,US$10.00,5.0,Todos los comentarios (9999+),Pantalones Cortos de Mujer,//img.ltwebstatic.com/images3_pi/2020/11/14/16053256047fa72dc7db1f3b295d7bcd825c06494e_thumbnail_900x.webp,Pequeña  2%,La talla corresponde  96%,Grande  2%,xsTodos los comentarios (2752),sTodos los comentarios (3361),mTodos los comentarios (2439),lTodos los comentarios (1387),0,https://us.shein.com//Solid-Elastic-Waist-Shorts-p-1858424-cat-1912.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Vestido tejido de canalé bajo con fruncido,US$22.00,4.9,Todos los comentarios (6830),Vestidos de Mujer,//img.ltwebstatic.com/images3_pi/2020/10/15/16027451450206121151bf5472b072c5b6c546ad8c_thumbnail_900x.webp,Pequeña  3%,La talla corresponde  95%,Grande  2%,xsTodos los comentarios (1067),sTodos los comentarios (1907),mTodos los comentarios (2102),lTodos los comentarios (1715),0,https://us.shein.com//Ruffle-Hem-Rib-knit-Dress-p-1676729-cat-1727.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Top corto con diseño de cocodrilo de un hombro,US$4.00,4.8,Todos los comentarios (4674),Tops de mujeres,//img.ltwebstatic.com/images3_pi/2019/12/27/15774263314f111e0a0299ea66d43705c8b04772f8_thumbnail_900x.webp,Pequeña  2%,La talla corresponde  90%,Grande  8%,xsTodos los comentarios (4674),sTodos los comentarios (1564),mTodos los comentarios (1044),lTodos los comentarios (484),xlTodos los comentarios (231),https://us.shein.com//SHEIN-One-Shoulder-Crocodile-Embossed-Crop-Top-p-925807-cat-2223.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Shorts biker tejido de canalé de cintura ancha,US$7.00,4.7,Todos los comentarios (8727),Leggings para Mujer,//img.ltwebstatic.com/images3_pi/2021/06/03/16226969238227cb7c6a2a538da72ff06fc23ee801_thumbnail_900x.webp,Pequeña  2%,La talla corresponde  94%,Grande  4%,xsTodos los comentarios (1737),sTodos los comentarios (2270),mTodos los comentarios (2399),lTodos los comentarios (2259),0,https://us.shein.com//Wide-Waistband-Rib-knit-Biker-Shorts-p-2587739-cat-1871.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Cazadora con bolsillo con solapa de hombros caídos de pana,US$21.00,4.6,Todos los comentarios (76),Cazadoras para Mujer,//img.ltwebstatic.com/images3_pi/2021/07/23/16270105345fdcd2e79b747a52072a5a097ea7e3cd_thumbnail_900x.webp,Pequeña  8%,La talla corresponde  90%,Grande  2%,xsTodos los comentarios (15),sTodos los comentarios (27),mTodos los comentarios (24),lTodos los comentarios (18),0,https://us.shein.com//Flap-Pocket-Drop-Shoulder-Corduroy-Jacket-p-3074604-cat-1776.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Camis Espalda al aire Cruzado Cinta Envolvente Canalé Liso Sexy,US$6.00,4.6,Todos los comentarios (3919),Camisetas y Tops de Tirantes de Mujer,//img.ltwebstatic.com/images3_pi/2021/06/28/1624850831ee2f7294ef44807f880653a847067e4a_thumbnail_900x.webp,Pequeña  4%,La talla corresponde  94%,Grande  2%,xsTodos los comentarios (1031),sTodos los comentarios (1410),mTodos los comentarios (1024),lTodos los comentarios (424),0,https://us.shein.com//Wrap-Cross-Tied-Backless-Rib-knit-Halter-Top-p-2968988-cat-1779.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
2 piezas Camiseta unicolor manga larga,US$13.00,4.8,Todos los comentarios (5229),Camisetas de Mujer,//img.ltwebstatic.com/images3_pi/2021/06/23/162441199857417e21fa1c6a8db33159fbf5b533ea_thumbnail_900x.webp,Pequeña  12%,La talla corresponde  88%,Grande  0%,0,sTodos los comentarios (1981),mTodos los comentarios (1981),lTodos los comentarios (918),xlTodos los comentarios (466),https://us.shein.com//2pcs-Solid-Long-Sleeve-Tee-p-2946209-cat-1738.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Camiseta amplia con estampado de mano de esqueleto y tie dye,US$13.00,4.8,Todos los comentarios (84),Camisetas de Mujer,//img.ltwebstatic.com/images3_pi/2021/08/23/162968662257307a0f029c596d9a71d0000c4cf646_thumbnail_900x.webp,Pequeña  3%,La talla corresponde  84%,Grande  13%,xsTodos los comentarios (10),sTodos los comentarios (25),mTodos los comentarios (33),lTodos los comentarios (15),xlTodos los comentarios (15),https://us.shein.com//Tie-Dye-Skeleton-Hand-Print-Oversized-T-Shirt-p-3330838-cat-1738.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Sudadera con cremallera delantera bolsillo con bolsillo,US$16.00,4.9,Todos los comentarios (1460),Sudaderas de Mujer,//img.ltwebstatic.com/images3_pi/2021/07/14/1626254075090aeee7e401cf669ecab89a40db7510_thumbnail_900x.webp,Pequeña  3%,La talla corresponde  92%,Grande  5%,xsTodos los comentarios (1460),sTodos los comentarios (280),mTodos los comentarios (453),lTodos los comentarios (627),0,https://us.shein.com//Zipper-Front-Pouch-Pocket-Sweatshirt-p-2923224-cat-1773.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Top corto de pecho fruncido con cordón delantero con tira fruncido,US$6.00,5.0,Todos los comentarios (9999+),Tops de mujeres,//img.ltwebstatic.com/images3_pi/2020/06/18/15924471677282e39e670913906994bf4bf9d0bcad_thumbnail_900x.webp,Pequeña  3%,La talla corresponde  96%,Grande  1%,xsTodos los comentarios (9999+),sTodos los comentarios (9999+),mTodos los comentarios (9999+),lTodos los comentarios (9999+),xlTodos los comentarios (9999+),https://us.shein.com//SHEIN-Frilled-Strap-Tie-Front-Ruched-Bust-Crop-Top-p-1269851-cat-2223.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN BASICS Camiseta ajustada unicolor,US$7.00,5.0,Todos los comentarios (9999+),Camisetas de Mujer,//img.ltwebstatic.com/images3_pi/2020/09/18/1600422002ecdd7d0d2b13e68e9001e394705403d3_thumbnail_900x.webp,Pequeña  4%,La talla corresponde  95%,Grande  1%,xsTodos los comentarios (1471),sTodos los comentarios (2858),mTodos los comentarios (2820),lTodos los comentarios (1725),xlTodos los comentarios (1038),https://us.shein.com//SHEIN-BASICS-Solid-Form-Fitted-Tee-p-1550422-cat-1738.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Pantalones de cintura con cordón unicolor,US$20.00,5.0,Todos los comentarios (9999+),Pantalones de Deporte para Mujer,//img.ltwebstatic.com/images3_pi/2020/08/26/159843010420231e29caaa73dfa947711a6d8d0ef1_thumbnail_900x.webp,Pequeña  2%,La talla corresponde  94%,Grande  4%,xsTodos los comentarios (2656),sTodos los comentarios (2933),mTodos los comentarios (2283),lTodos los comentarios (1239),xlTodos los comentarios (1239),https://us.shein.com//SHEIN-Heathered-Knit-Drawstring-Sweatpants-p-1515735-cat-2990.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Top corto ribete fruncido de cuello V,US$5.00,4.9,Todos los comentarios (6279),Tops de mujeres,//img.ltwebstatic.com/images3_pi/2021/05/26/1621997541a6818d57f407f9ad0df129b2ae12805a_thumbnail_900x.webp,Pequeña  6%,La talla corresponde  93%,Grande  1%,xsTodos los comentarios (1669),sTodos los comentarios (2243),mTodos los comentarios (1461),lTodos los comentarios (580),xlTodos los comentarios (310),https://us.shein.com//SHEIN-Ruffle-Trim-Crop-Peplum-Top-p-2677441-cat-2223.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Top tank unicolor de canalé,US$6.00,4.8,Todos los comentarios (7407),Camisetas y Tops de Tirantes de Mujer,//img.ltwebstatic.com/images3_pi/2021/06/21/16242843397d2c1536814db62900ef3e6efea8ba59_thumbnail_900x.webp,Pequeña  3%,La talla corresponde  91%,Grande  6%,xsTodos los comentarios (600),sTodos los comentarios (3351),mTodos los comentarios (2043),lTodos los comentarios (879),xlTodos los comentarios (483),https://us.shein.com//Ribbed-Solid-Tank-Top-p-2951506-cat-1779.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Cárdigan con botón delantero de hombros caídos,US$18.00,4.7,Todos los comentarios (26),Cárdigans de Mujer,//img.ltwebstatic.com/images3_pi/2021/08/12/1628742985701df5e41a6e2d562c2f178792fcbde9_thumbnail_900x.webp,Pequeña  0%,La talla corresponde  100%,Grande  0%,0,sTodos los comentarios (13),mTodos los comentarios (6),lTodos los comentarios (8),0,https://us.shein.com//Button-Front-Drop-Shoulder-Cardigan-p-3255789-cat-2219.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
DAZY Camisa amplia con estampado de cuadros de hombros caídos,US$18.00,4.6,Todos los comentarios (452),Blusas de Mujer,//img.ltwebstatic.com/images3_pi/2021/08/05/1628143237801ff0b4d6b2e513c9493c2ef5245825_thumbnail_900x.webp,Pequeña  6%,La talla corresponde  91%,Grande  3%,0,sTodos los comentarios (91),mTodos los comentarios (145),lTodos los comentarios (151),xlTodos los comentarios (74),https://us.shein.com//DAZY-Plaid-Print-Drop-Shoulder-Oversized-Blouse-p-3186118-cat-1733.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Top escote V con cuello de color combinado,US$14.00,4.9,Todos los comentarios (238),Blusas de Mujer,//img.ltwebstatic.com/images3_pi/2021/08/10/16285591404f0c73c6f946f076afbe5d058c18f302_thumbnail_900x.webp,Pequeña  3%,La talla corresponde  96%,Grande  1%,xsTodos los comentarios (52),sTodos los comentarios (60),mTodos los comentarios (62),lTodos los comentarios (62),xlTodos los comentarios (25),https://us.shein.com//SHEIN-V-neck-Collared-Colorblock-Top-p-3256451-cat-1733.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Tank top corto de canalé de cuello cuadrado,US$4.00,5.0,Todos los comentarios (9999+),Camisetas y Tops de Tirantes de Mujer,//img.ltwebstatic.com/images2_pi/2019/04/19/15556697681942904341_thumbnail_900x1199.webp,Pequeña  2%,La talla corresponde  97%,Grande  1%,xsTodos los comentarios (2172),sTodos los comentarios (3669),mTodos los comentarios (2729),lTodos los comentarios (1359),0,https://us.shein.com//SHEIN-Ribbed-Form-Fitting-Cropped-Tank-Top-p-690107-cat-1779.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Camiseta de hombros caídos unicolor,US$9.00,4.8,Todos los comentarios (4745),Camisetas de Mujer,//img.ltwebstatic.com/images3_pi/2021/07/22/1626947527a16e6a88bbe50bd7456e4b731f929022_thumbnail_900x.webp,Pequeña  2%,La talla corresponde  92%,Grande  6%,xsTodos los comentarios (643),sTodos los comentarios (1338),mTodos los comentarios (1469),lTodos los comentarios (1275),0,https://us.shein.com//Solid-Drop-Shoulder-Tee-p-3202643-cat-1738.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Falda bajo fruncido unicolor,US$12.00,4.7,Todos los comentarios (484),Faldas de Mujer,//img.ltwebstatic.com/images3_pi/2021/06/01/1622529975c090537bca5174e0dfec06ffb894cea6_thumbnail_900x.webp,Pequeña  8%,La talla corresponde  89%,Grande  3%,xsTodos los comentarios (112),sTodos los comentarios (127),mTodos los comentarios (134),lTodos los comentarios (110),0,https://us.shein.com//Solid-Pleated-Hem-Skirt-p-2346035-cat-1732.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Vestido unicolor de espalda abierta con cordón fruncido,US$12.00,4.7,Todos los comentarios (312),Vestidos de Mujer,//img.ltwebstatic.com/images3_pi/2021/07/23/1627016920c6f8c652e1996b98eef0cd18e009a2ce_thumbnail_900x.webp,Pequeña  3%,La talla corresponde  97%,Grande  0%,xsTodos los comentarios (118),sTodos los comentarios (102),mTodos los comentarios (49),lTodos los comentarios (40),0,https://us.shein.com//Solid-Tie-Backless-Ruched-Dress-p-3055622-cat-1727.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
DAZY Camiseta amplia con estampado de slogan,US$12.00,4.9,Todos los comentarios (3030),Camisetas de Mujer,//img.ltwebstatic.com/images3_pi/2021/06/23/1624427388dda23dc27141f60fcba422c3b4042475_thumbnail_900x.webp,Pequeña  4%,La talla corresponde  93%,Grande  3%,0,sTodos los comentarios (850),mTodos los comentarios (962),lTodos los comentarios (812),xlTodos los comentarios (378),https://us.shein.com//DAZY-Scenery-And-Slogan-Graphic-Oversized-Tee-p-2833781-cat-1738.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Camiseta con estampado de slogan de manga corta,US$9.00,4.7,Todos los comentarios (3651),Camisetas de Mujer,//img.ltwebstatic.com/images3_pi/2021/04/01/1617244542d5b806b47ff4ca0cd481f85a74dc1029_thumbnail_900x.webp,Pequeña  19%,La talla corresponde  80%,Grande  1%,xsTodos los comentarios (251),sTodos los comentarios (648),mTodos los comentarios (872),lTodos los comentarios (905),xlTodos los comentarios (661),https://us.shein.com//Slogan-Graphic-Short-Sleeve-Tee-p-2139178-cat-1738.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Conjunto tank top corto con falda bajo con abertura,US$10.00,4.8,Todos los comentarios (6809),Trajes de Dos Piezas para Mujer,//img.ltwebstatic.com/images3_pi/2020/04/27/1587979604bd7539e53abe9b9801be2c243327f851_thumbnail_900x.webp,Pequeña  7%,La talla corresponde  92%,Grande  1%,xsTodos los comentarios (1994),sTodos los comentarios (2325),mTodos los comentarios (1730),lTodos los comentarios (750),0,https://us.shein.com//SHEIN-Crop-Tank-Top-Split-Hem-Skirt-Set-p-1062838-cat-1780.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Tank top tejido de canalé unicolor,US$7.00,5.0,Todos los comentarios (9999+),Camisetas y Tops de Tirantes de Mujer,//img.ltwebstatic.com/images3_pi/2020/10/19/1603087030dbd04ec00e0e34b9b70c754ac2841ae8_thumbnail_900x.webp,Pequeña  4%,La talla corresponde  96%,Grande  0%,xsTodos los comentarios (976),sTodos los comentarios (2733),mTodos los comentarios (3045),lTodos los comentarios (1893),xlTodos los comentarios (1282),https://us.shein.com//Solid-Rib-Knit-Tank-Top-p-1744187-cat-1779.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Vestido ajustado de un hombro fruncido,US$11.00,4.7,Todos los comentarios (521),Vestidos de Mujer,//img.ltwebstatic.com/images3_pi/2021/07/06/16255634658d1127ae14592a392e44ee9f4651e9b1_thumbnail_900x.webp,Pequeña  2%,La talla corresponde  93%,Grande  5%,xsTodos los comentarios (133),sTodos los comentarios (168),mTodos los comentarios (121),lTodos los comentarios (86),0,https://us.shein.com//One-Shoulder-Ruched-Bodycon-Dress-p-2724330-cat-1727.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Apperloth A Pantalones Botón Liso Glamour,US$18.00,4.8,Todos los comentarios (2812),Pantalones de Mujer,//img.ltwebstatic.com/images3_pi/2020/12/01/160680373198f0f0ff5a65efa5ba9efffc50322ceb_thumbnail_900x.webp,Pequeña  2%,La talla corresponde  92%,Grande  6%,xsTodos los comentarios (250),sTodos los comentarios (974),mTodos los comentarios (774),lTodos los comentarios (441),xlTodos los comentarios (244),https://us.shein.com//Apperloth-A-High-Waist-PU-Leather-Skinny-Pants-p-1910805-cat-1740.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Pantalones bajo con abertura con cremallera,US$13.00,5.0,Todos los comentarios (9999+),Pantalones de Mujer,//img.ltwebstatic.com/images3_pi/2020/09/22/16007631991e0716fc832e59a05844005e620e3648_thumbnail_900x.webp,Pequeña  3%,La talla corresponde  94%,Grande  3%,xsTodos los comentarios (1629),sTodos los comentarios (2162),mTodos los comentarios (2716),lTodos los comentarios (2156),xlTodos los comentarios (1268),https://us.shein.com//SHEIN-Zip-Detail-Split-Hem-Pants-p-1493035-cat-1740.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Vaqueros amplios bajo crudo de muslo alto,US$23.00,5.0,Todos los comentarios (9999+),Pantalones Vaqueros para Mujer,//img.ltwebstatic.com/images3_pi/2021/01/27/1611724277ade98ced545ac6fd7b74a8a8207e6822_thumbnail_900x.webp,Pequeña  3%,La talla corresponde  92%,Grande  5%,xsTodos los comentarios (3146),sTodos los comentarios (2957),mTodos los comentarios (2471),lTodos los comentarios (1242),0,https://us.shein.com//High-rise-Raw-Hem-Flare-Jeans-p-1984103-cat-1934.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Leggings de cintura alta elástica unicolor,US$8.00,5.0,Todos los comentarios (9999+),Leggings para Mujer,//img.ltwebstatic.com/images3_pi/2019/11/15/1573801886183fa92b70b523e7dc515519f0b6c802_thumbnail_900x.webp,Pequeña  2%,La talla corresponde  95%,Grande  3%,0,sTodos los comentarios (3698),mTodos los comentarios (3326),lTodos los comentarios (2914),0,https://us.shein.com//Solid-Elastic-High-Waist-Leggings-p-927149-cat-1871.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
Falda de satén a capas de cintura fruncido,US$12.00,4.7,Todos los comentarios (348),Faldas de Mujer,//img.ltwebstatic.com/images3_pi/2021/06/01/162252944386b8962bb92677153b789a3b295bef14_thumbnail_900x.webp,Pequeña  2%,La talla corresponde  93%,Grande  5%,xsTodos los comentarios (94),sTodos los comentarios (93),mTodos los comentarios (101),lTodos los comentarios (60),0,https://us.shein.com//Shirred-Waist-Layered-Satin-Skirt-p-2403778-cat-1732.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
SHEIN Camiseta unicolor de hombros caídos de manga farol,US$11.00,4.6,Todos los comentarios (512),Camisetas de Mujer,//img.ltwebstatic.com/images3_pi/2021/06/30/162501372171923da37d1859f79c52c1e8863f1a16_thumbnail_900x.webp,Pequeña  1%,La talla corresponde  86%,Grande  13%,xsTodos los comentarios (81),sTodos los comentarios (134),mTodos los comentarios (171),lTodos los comentarios (137),0,https://us.shein.com//SHEIN-Solid-Drop-Shoulder-Lantern-Sleeve-Tee-p-2898026-cat-1738.html?scici=navbar_WomenHomePage~~tab01navbar04~~4~~webLink~~~~0
